adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001104659-23-033380	1855644	JATT ACQUISITION CORP	2836	KY		GRAND CAYMAN,	KY1-11	C/O MAPLES CORPORATE SERVICES LIMITED	PO BOX 309, UGLAND HOUSE	447706732212	KY		GRAND CAYMAN,	KY1-11	C/O MAPLES CORPORATE SERVICES LIMITED	PO BOX 309, UGLAND HOUSE	KY		000000000			4-NON	0	1231	8-K	20230331			20230316	2023-03-16 17:24:00.0	0	0	tm239794d1_8k_htm.xml	1	
0001115128-23-000018	1115128	QUOTIENT TECHNOLOGY INC.	7310	US	UT	SALT LAKE CITY	84106	1260 EAST STRINGHAM AVENUE	SUITE 600	650-605-4600	US	UT	SALT LAKE CITY	84106	1260 EAST STRINGHAM AVENUE	SUITE 600	US	DE	770485123	COUPONS.COM INC	20131023	2-ACC	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 16:08:00.0	0	1	quot-20221231_htm.xml	1	
0001120970-23-000017	1120970	COMSTOCK INC.	2860	US	NV	VIRGINIA CITY,	89440	117 AMERICAN FLAT ROAD	PO BOX 1118	775-847-5272	US	NV	VIRGINIA CITY,	89440	117 AMERICAN FLAT ROAD	PO BOX 1118	US	NV	650955118	COMSTOCK MINING INC.	20100720	4-NON	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 16:04:00.0	0	1	lode-20221231_htm.xml	1	
0001133421-23-000016	1133421	NORTHROP GRUMMAN CORP /DE/	3812	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP	703-280-2900	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP			800640649	NNG INC	20010129	1-LAF	0		PRE 14A				20230316	2023-03-16 17:26:00.0	0	0	noc-20230316_htm.xml	1	
0001140361-23-011957	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	0		DEF 14A				20230316	2023-03-16 07:00:00.0	0	0	ny20006409x1_def14a_htm.xml	1	
0001140361-23-011963	1019849	PENSKE AUTOMOTIVE GROUP, INC.	5500	US	MI	BLOOMFIELD HILLS	48302-0954	2555 TELEGRAPH RD		248-648-2500	US	MI	BLOOMFIELD HILLS	48302-0954	2555 TELEGRAPH RD		US	DE	223086739	UNITED AUTO GROUP INC	19960726	1-LAF	0		PRE 14A				20230316	2023-03-16 08:36:00.0	0	0	ny20006368x1_pre14a_htm.xml	1	
0001140361-23-011976	1085913	FARMERS & MERCHANTS BANCORP	6021	US	CA	LODI	95240-2184	FARMERS AND MERCHANTS BANCORP	121 WEST PINE ST	2093672411	US	CA	LODI	95240-2184	FARMERS AND MERCHANTS BANCORP	121 WEST PINE ST	US	DE	943327828			2-ACC	0	1231	8-K	20230331			20230316	2023-03-16 10:56:00.0	0	0	brhc10049876_8k_htm.xml	1	
0001140361-23-011982	1697500	SOLARIS OILFIELD INFRASTRUCTURE, INC.	3533	US	TX	HOUSTON	77024	9811 KATY FREEWAY	SUITE 700	(281)501-3070	US	TX	HOUSTON	77024	9811 KATY FREEWAY	SUITE 700	US	DE	000000000			2-ACC	0		PRE 14A				20230316	2023-03-16 11:39:00.0	0	0	ny20007808x1_pre14a_htm.xml	1	
0001140361-23-012036	1815849	ATI PHYSICAL THERAPY, INC.	8050	US	IL	BOILINGBROOK	60440	790 REMINGTON BOULEVARD		630-296-2223	US	IL	BOILINGBROOK	60440	790 REMINGTON BOULEVARD		US	DE	851408039	FORTRESS VALUE ACQUISITION CORP. II	20200622	2-ACC	0	1231	8-K	20230331			20230316	2023-03-16 16:06:00.0	0	0	brhc10049867_8k_htm.xml	1	
0001140361-23-012047	1326003	BLACKROCK CAPITAL INVESTMENT CORP		US	NY	NEW YORK	10001	50 HUDSON YARDS		212-810-5800	US	NY	NEW YORK	10001	50 HUDSON YARDS		US	DE	202725151	BLACKROCK KELSO CAPITAL CORP	20050503	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 16:20:00.0	0	0	brhc10049885_8k_htm.xml	1	
0001140361-23-012048	889331	LITTELFUSE INC /DE	3613	US	IL	CHICAGO	60631	8755 WEST HIGGINS ROAD		773-628-1000	US	IL	CHICAGO	60631	8755 WEST HIGGINS ROAD		US	DE	363795742			1-LAF	0		DEF 14A				20230316	2023-03-16 16:22:00.0	0	0	ny20006227x1_def14a_htm.xml	1	
0001140361-23-012050	1842373	LDH GROWTH CORP I	6770	US	FL	MIAMI	33131	200 BISCAYNE BOULEVARD		786-288-0945	US	FL	MIAMI	33131	200 BISCAYNE BOULEVARD		KY		981562246			4-NON	0	1231	8-K	20230228			20230316	2023-03-16 16:22:00.0	0	0	brhc10049798_8k_htm.xml	1	
0001140361-23-012060	1370755	BLACKROCK TCP CAPITAL CORP.		US	CA	SANTA MONICA	90405	2951 28TH STREET	SUITE 1000	310-566-1000	US	CA	SANTA MONICA	90405	2951 28TH STREET	SUITE 1000	US	DE	562594706	TCP CAPITAL CORP.	20120402	1-LAF	0	1231	8-K	20230331			20230316	2023-03-16 16:29:00.0	0	0	brhc10049871_8k_htm.xml	1	
0001140361-23-012063	884713	PRIMO WATER CORP /CN/	2086	US	FL	TAMPA	33607	1150 ASSEMBLY DR.	SUITE 800	813-313-1732	US	FL	TAMPA	33607	1150 ASSEMBLY DR.	SUITE 800			980154711	COTT CORP /CN/	19941017	1-LAF	0	1231	8-K	20230228			20230316	2023-03-16 16:30:00.0	0	0	brhc10049897_8k_htm.xml	1	
0001140361-23-012067	920371	SIMPSON MANUFACTURING CO., INC.	3420	US	CA	PLEASANTON	94588	5956 W LAS POSITAS BLVD		9255609000	US	CA	PLEASANTON	94588	5956 W LAS POSITAS BLVD		US	DE	943196943	SIMPSON MANUFACTURING CO INC /CA/	19940315	1-LAF	0		DEF 14A				20230316	2023-03-16 16:31:00.0	0	0	ny20006183x1_def14a_htm.xml	1	
0001140361-23-012071	40888	AEROJET ROCKETDYNE HOLDINGS, INC.	3760	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	(310) 252-8100	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	US	DE	340244000	GENCORP INC	19920703	1-LAF	0	1231	8-K	20230331			20230316	2023-03-16 16:34:00.0	0	0	brhc10049880_8k_htm.xml	1	
0001140361-23-012082	1530804	TRONOX HOLDINGS PLC	2810	US	CT	STAMFORD	06901	263 TRESSER BLVD., SUITE 1100		(203) 705-3800	US	CT	STAMFORD	06901	263 TRESSER BLVD., SUITE 1100		GB		981467236	TRONOX LTD	20110921	1-LAF	0	1231	8-K/A	20221130			20230316	2023-03-16 17:00:00.0	0	0	brhc10049866_8ka_htm.xml	1	
0001140361-23-012083	1635088	ROIVANT SCIENCES LTD.	2834	BM		HAMILTON HM11	HM11	CLARENDON HOUSE, 2 CHURCH STREET		441-295-5950	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	BM		981173944			4-NON	0	0331	8-K	20230228			20230316	2023-03-16 17:01:00.0	0	0	brhc10049884_8k_htm.xml	1	
0001140361-23-012098	1615055	ISOPLEXIS CORP	3826	US	CT	BRANFORD	06405	35 NE INDUSTRIAL ROAD		203-208-4111	US	CT	BRANFORD	06405	35 NE INDUSTRIAL ROAD		US	DE	462179799			4-NON	0	1231	8-K	20230331			20230316	2023-03-16 17:17:00.0	0	0	brhc10049893_8k_htm.xml	1	
0001140361-23-012105	1689657	BERKELEY LIGHTS, INC.	3826	US	CA	EMERYVILLE	94608	5858 HORTON STREET	SUITE 320	510-858-2855	US	CA	EMERYVILLE	94608	5858 HORTON STREET	SUITE 320	US	DE	352415390			4-NON	0	1231	8-K	20230331			20230316	2023-03-16 17:27:00.0	0	0	brhc10049882_8k_htm.xml	1	
0001140361-23-012110	1731348	TILRAY BRANDS, INC.	2833	US	NY	NEW YORK	10065	655 MADISON AVENUE	19TH FLOOR	519.322.8800	US	NY	NEW YORK	10065	655 MADISON AVENUE	19TH FLOOR			824310622	TILRAY, INC.	20180213	1-LAF	0	0531	8-K	20230331			20230316	2023-03-16 17:29:00.0	0	0	brhc10049898_8k_htm.xml	1	
0001156375-23-000027	1156375	CME GROUP INC.	6200	US	IL	CHICAGO	60606	20 S. WACKER DR.		3129301000	US	IL	CHICAGO	60606	20 S. WACKER DR.		US	DE	364459170	CHICAGO MERCANTILE EXCHANGE HOLDINGS INC	20010802	1-LAF	0		DEF 14A				20230316	2023-03-16 17:23:00.0	0	0	cme-20230316_htm.xml	1	
0001157523-23-000445	29534	DOLLAR GENERAL CORP	5331	US	TN	GOODLETTSVILLE	37072	100 MISSION RIDGE		6158554000	US	TN	GOODLETTSVILLE	37072	100 MISSION RIDGE		US	TN	610502302	TURNER CAL	19710401	1-LAF	0	0131	8-K	20230331			20230316	2023-03-16 07:07:00.0	0	0	a53362372_htm.xml	1	
0001157523-23-000446	864240	SYPRIS SOLUTIONS INC	3823	US	KY	LOUISVILLE	40222	101 BULLITT LN	STE 450	5023292000	US	KY	LOUISVILLE	40222	101 BULLITT LN	STE 450	US	DE	611321992	GROUP TECHNOLOGIES CORP	19940314	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 07:50:00.0	0	0	a53361970_htm.xml	1	
0001157523-23-000451	31235	EASTMAN KODAK CO	3861	US	NY	ROCHESTER	14650-0910	343 STATE ST		5857244000	US	NY	ROCHESTER	14650	343 STATE STREET		US	NJ	160417150			2-ACC	0	1231	8-K	20230331			20230316	2023-03-16 16:16:00.0	0	0	a53363138_htm.xml	1	
0001157523-23-000452	1675149	ALCOA CORP	3334	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	412-315-2900	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	US	DE	811789115	ALCOA UPSTREAM CORP	20160520	1-LAF	0	1231	8-K	20230228			20230316	2023-03-16 17:03:00.0	0	0	a53363088_htm.xml	1	
0001157523-23-000453	1441236	CLEARWATER PAPER CORP	2631	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	509.344.5900	US	WA	SPOKANE	99201	601 WEST RIVERSIDE AVENUE	SUITE 1100	US	DE	203594554	POTLATCH FOREST PRODUCTS CORP	20080728	2-ACC	0	1231	8-K	20230228			20230316	2023-03-16 17:16:00.0	0	0	a53363333_htm.xml	1	
0001159036-23-000020	1159036	HALOZYME THERAPEUTICS, INC.	2836	US	CA	SAN DIEGO	92130	12390 EL CAMINO REAL		(858) 794-8889	US	CA	SAN DIEGO	92130	12390 EL CAMINO REAL		US	DE	880488686	HALOZYME THERAPEUTICS INC	20040312	1-LAF	0	1231	8-K	20230228			20230316	2023-03-15 18:28:00.0	0	0	halo-20230315_htm.xml	1	
0001163302-23-000022	1163302	UNITED STATES STEEL CORP	3312	US	PA	PITTSBURGH	15219-2800	600 GRANT ST	ROOM 1500	415 433 2967	US		PITTSBURGH	15219-2800	600 GRANT STREET		US	DE	251897152	UNITED STATES STEEL LLC	20011205	1-LAF	0	1231	8-K	20230331			20230316	2023-03-16 16:21:00.0	0	0	x-20230316_htm.xml	1	
0001169445-23-000003	1169445	COMPUTER PROGRAMS & SYSTEMS INC	7371	US	AL	MOBILE	36695	6600 WALL STREET		2516398100	US	AL	MOBILE	36695	6600 WALL STREET		US	DE	743032373			2-ACC	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 16:53:00.0	0	1	cpsi-20221231_htm.xml	1	
0001171843-23-001710	1447028	ARBUTUS BIOPHARMA CORP	2834	US	PA	WARMINSTER	18974	701 VETERANS CIRCLE		604-419-3200	US	PA	WARMINSTER	18974	701 VETERANS CIRCLE		CA	BC	980597776	TEKMIRA PHARMACEUTICALS CORP	20110607	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 07:31:00.0	0	0	f8k_031523_htm.xml	1	
0001171843-23-001716	1838128	LOWELL FARMS INC.	0100	US	CA	SALINAS	93907	19 QUAIL RUN CIRCLE - SUITE B		(831) 998-8214	US	CA	SALINAS	93907	19 QUAIL RUN CIRCLE - SUITE B		CA	BC	000000000	INDUS HOLDINGS, INC.	20201228	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 13:36:00.0	0	0	f8k_031623_htm.xml	1	
0001171843-23-001729	898437	ANIKA THERAPEUTICS, INC.	3841	US	MA	BEDFORD	01730	32 WIGGINS AVENUE		(781) 457-9000	US	MA	BEDFORD	01730	32 WIGGINS AVENUE		US	DE	043145961	ANIKA THERAPEUTICS INC	19970114	2-ACC	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 15:38:00.0	0	1	anik20221231_10k_htm.xml	1	
0001171843-23-001734	914156	UFP TECHNOLOGIES INC	3841	US	MA	NEWBURYPORT	01950	100 HALE STREET		978-352-2200	US	MA	NEWBURYPORT	01950	100 HALE STREET		US	DE	042314970			2-ACC	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 16:34:00.0	0	1	ufpt20221231_10k_htm.xml	1	
0001171843-23-001737	1446159	PREDICTIVE ONCOLOGY INC.	3842	US	MN	EAGAN	55121	2915 COMMERS DRIVE,	SUITE 900	651-389-4800	US	MN	EAGAN	55121	2915 COMMERS DRIVE,	SUITE 900	US	DE	331007393	PRECISION THERAPEUTICS INC.	20180314	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 17:15:00.0	0	0	f8k_031623_htm.xml	1	
0001174947-23-000363	36840	FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY	6798	US	NJ	HACKENSACK	07601	505 MAIN STREET	SUITE 400	2014886400	US	NJ	HACKENSACK	07601	505 MAIN STREET	SUITE 400	US	NJ	221697095			4-NON	0	1031	8-K	20230331			20230316	2023-03-16 10:42:00.0	0	0	form8k-29605_frevs_htm.xml	1	
0001174947-23-000365	36840	FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY	6798	US	NJ	HACKENSACK	07601	505 MAIN STREET	SUITE 400	2014886400	US	NJ	HACKENSACK	07601	505 MAIN STREET	SUITE 400	US	NJ	221697095			4-NON	0	1031	10-Q	20230131	2023	Q1	20230316	2023-03-16 10:48:00.0	0	1	frevsob-20230131_htm.xml	1	
0001176256-23-000047	1734768	IMV INC.	2834	CA	NS	DARTMOUTH	B3B 2C4	130 EILEEN STUBBS AVE.	SUITE 19	9024921819	CA	NS	DARTMOUTH	B3B 2C4	130 EILEEN STUBBS AVE.	SUITE 19	CA		000000000	IMMUNOVACCINE INC.	20180316	4-NON	0	1231	20-F	20221231	2022	FY	20230316	2023-03-16 07:09:00.0	0	1	imv-20221231_htm.xml	1	
0001177609-23-000009	1177609	FIVE BELOW, INC	5331	US	PA	PHILADELPHIA	19106	701 MARKET STREET	SUITE 300	215 546 7909	US	PA	PHILADELPHIA	19106	701 MARKET STREET	SUITE 300	US	PA	753000378	FIVE BELOW INC	20030305	1-LAF	1	0131	10-K	20230131	2022	FY	20230316	2023-03-16 17:25:00.0	0	1	five-20230128_htm.xml	1	
0001178913-23-001021	1593984	MEDIWOUND LTD.	2833	IL		YAVNE	8122745	42 HAYARKON STREET		97289324010	IL		YAVNE	8122745	42 HAYARKON STREET		IL		000000000			4-NON	0	1231	20-F	20221231	2022	FY	20230316	2023-03-16 07:06:00.0	0	1	zk2329372_htm.xml	1	
0001185185-23-000216	1530766	BIOSIG TECHNOLOGIES, INC.	3845	US	CT	WESTPORT	06880	55 GREENS FARMS ROAD		(203) 409-5444	US	CT	WESTPORT	06880	55 GREENS FARMS ROAD		US	DE	264333375			4-NON	0	1231	8-K	20230228			20230316	2023-03-15 19:07:00.0	0	0	biosig20230314_8k_htm.xml	1	
0001185185-23-000218	1700849	VADO CORP.	2390	US	CA	MARINA DEL REY	90292	13468 BEACH AVE.		(888) 545-0009	US	CA	MARINA DEL REY	90292	13468 BEACH AVE.		US	NV	300968244	TRADEFAN, INC.	20210326	4-NON	0	1231	8-K	20230228			20230316	2023-03-15 19:45:00.0	0	0	vado20230315_8k_htm.xml	1	
0001185185-23-000220	1039466	NOVACCESS GLOBAL INC.	2834	US	OH	CHAGRIN FALLS	44023	8584 E. WASHINGTON STREET, NO. 127		(213) 642-9268	US	OH	CHAGRIN FALLS	44023	8584 E. WASHINGTON STREET, NO. 127		US	CO	841384159	XSUNX INC	20031001	4-NON	0	0930	8-K	20230228			20230316	2023-03-16 11:02:00.0	0	0	novaccess20230315_8k_htm.xml	1	
0001185185-23-000223	1784440	NOWTRANSIT INC	7374	US	UT	SALT LAKE CITY	84115	2722 S WEST TEMPLE		801-382-7806	US	UT	SALT LAKE CITY	84115	2722 S WEST TEMPLE		US	NV	000000000			4-NON	0	1231	8-K	20230228			20230316	2023-03-16 16:10:00.0	0	0	nowtransit20230316_8k_htm.xml	1	
0001193125-23-071549	31791	PERKINELMER INC	3826	US	MA	WALTHAM	02451	940 WINTER STREET		781-663-5791	US	MA	WALTHAM	02451	940 WINTER STREET		US	MA	042052042	EG&G INC	19920703	1-LAF	0	1231	8-K	20230228			20230316	2023-03-15 18:54:00.0	0	0	d475595d8k_htm.xml	1	
0001193125-23-071560	88941	SEMTECH CORP	3674	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		8054982111	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		US	DE	952119684			1-LAF	0	0131	8-K	20230228			20230316	2023-03-15 19:19:00.0	1	0	d352559d8k_htm.xml	1	
0001193125-23-071619	1843862	ELLIOTT OPPORTUNITY II CORP.	6770	US	FL	WEST PALM BEACH	33401	360 S ROSEMARY AVE, 18TH FLOOR,		(212) 478-2370	US	FL	WEST PALM BEACH	33401	360 S ROSEMARY AVE, 18TH FLOOR,		KY		000000000	WOOD HILL OPPORTUNITY CORP.	20210202	4-NON	0	1231	10-K	20221231	2022	FY	20230316	2023-03-15 21:18:00.0	0	1	d441952d10k_htm.xml	1	
0001193125-23-071869	88941	SEMTECH CORP	3674	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		8054982111	US	CA	CAMARILLO	93012-8790	200 FLYNN ROAD		US	DE	952119684			1-LAF	0	0131	8-K	20230228			20230316	2023-03-16 06:12:00.0	1	0	d482480d8k_htm.xml	1	
0001193125-23-071899	1597553	SAGE THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	215 FIRST STREET		617-299-8380	US	MA	CAMBRIDGE	02142	215 FIRST STREET		US	DE	000000000			1-LAF	0	1231	8-K	20230228			20230316	2023-03-16 06:38:00.0	0	0	d493196d8k_htm.xml	1	
0001193125-23-071942	1759138	CABALETTA BIO, INC.	2836	US	PA	PHILADELPHIA	19104	2929 ARCH STREET	SUITE 600	(267) 759-3100	US	PA	PHILADELPHIA	19104	2929 ARCH STREET	SUITE 600	US	DE	000000000			4-NON	0	1231	8-K	20230331			20230316	2023-03-16 07:11:00.0	0	0	d409494d8k_htm.xml	1	
0001193125-23-071969	898174	REINSURANCE GROUP OF AMERICA INC	6311	US	MO	CHESTERFIELD	63017	16600 SWINGLEY RIDGE ROAD		6367367000	US	MO	CHESTERFIELD	63017	16600 SWINGLEY RIDGE ROAD		US	MO	431627032			1-LAF	0	1231	8-K	20230228			20230316	2023-03-16 07:31:00.0	0	0	d393976d8k_htm.xml	1	
0001193125-23-071970	1286681	DOMINOS PIZZA INC	5140	US	MI	ANN ARBOR	48105	30 FRANK LLOYD WRIGHT DRIVE		(734) 930-3030	US	MI	ANN ARBOR	48105	30 FRANK LLOYD WRIGHT DRIVE		US	DE	382511577			1-LAF	0		DEF 14A				20230316	2023-03-16 07:31:00.0	0	0	d366824ddef14a_htm.xml	1	
0001193125-23-071992	898293	JABIL INC	3672	US	FL	ST PETERSBURG	33716	10800 ROOSEVELT BOULEVARD NORTH		7275779749	US	FL	ST PETERSBURG	33716	10800 ROOSEVELT BOULEVARD NORTH		US	DE	381886260	JABIL CIRCUIT INC	19930305	1-LAF	0	0831	8-K	20230331			20230316	2023-03-16 07:54:00.0	0	0	d483057d8k_htm.xml	1	
0001193125-23-072000	1116942	TTM TECHNOLOGIES INC	3672	US	CA	SANTA ANA	92707	200 EAST SANDPOINTE	SUITE 400	7143273000	US	CA	SANTA ANA	92707	200 EAST SANDPOINTE	SUITE 400	US	DE	911033443			1-LAF	0		DEF 14A				20230316	2023-03-16 08:01:00.0	0	0	d575199ddef14a_htm.xml	1	
0001193125-23-072001	1123360	GLOBAL PAYMENTS INC	7389	US	GA	ATLANTA	30326	3550 LENOX ROAD		7708298030	US	GA	ATLANTA	30326	3550 LENOX ROAD		US	GA	582567903			1-LAF	0		DEF 14A				20230316	2023-03-16 08:01:00.0	0	0	d395225ddef14a_htm.xml	1	
0001193125-23-072012	107263	WILLIAMS COMPANIES, INC.	4922	US	OK	TULSA	74172	ONE WILLIAMS CTR		9185732000	US	OK	TULSA	74172	ONE WILLIAM CENTER		US	DE	730569878	WILLIAMS COMPANIES INC	19920703	1-LAF	0		DEF 14A				20230316	2023-03-16 08:18:00.0	0	0	d414387ddef14a_htm.xml	1	
0001193125-23-072022	1831868	SEASTAR MEDICAL HOLDING CORP	3841	US	CO	DENVER	80216	3513 BRIGHTON BLVD	SUITE 410	844-427-8100	US	CO	DENVER	80216	3513 BRIGHTON BLVD	SUITE 410	US	CO	853681132	LMF ACQUISITION OPPORTUNITIES INC	20201109	4-NON	0	1231	8-K	20230228			20230316	2023-03-16 08:31:00.0	0	0	d463790d8k_htm.xml	1	
0001193125-23-072023	354190	ARTHUR J. GALLAGHER & CO.	6411	US	IL	ROLLING MEADOWS	60008-4050	2850 GOLF ROAD		630-773-3800	US	IL	ROLLING MEADOWS	60008-4050	2850 GOLF ROAD		US	IL	362151613	ARTHUR J. GALLAGHER & CO.	20190819	1-LAF	0	1231	8-K	20230331			20230316	2023-03-16 08:31:00.0	0	0	d431181d8k_htm.xml	1	
0001193125-23-072045	1013272	NORWOOD FINANCIAL CORP	6022	US	PA	HONESDALE	18431	717 MAIN ST	PO BOX 269	7172531455	US	PA	HONESDALE	18431	717 MAIN ST	PO BOX 269	US	PA	232828306			4-NON	0	1231	8-K	20230331			20230316	2023-03-16 09:03:00.0	0	0	d464599d8k_htm.xml	1	
0001193125-23-072050	1814329	ASTRA SPACE, INC.	4700	US	CA	ALAMEDA	94501	1900 SKYHAWK STREET		(866) 278-7217	US	CA	ALAMEDA	94501	1900 SKYHAWK STREET				141916687	HOLICITY INC.	20200608	1-LAF	0	1231	8-K/A	20230228			20230316	2023-03-16 09:06:00.0	0	0	d480171d8ka_htm.xml	1	
0001193125-23-072453	1227500	EQUITY BANCSHARES INC	6022	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 300		316-612-6000	US	KS	WICHITA	67207	7701 E. KELLOGG DRIVE, SUITE 300		US	KS	000000000			2-ACC	0		DEF 14A				20230316	2023-03-16 14:39:00.0	0	0	d440235ddef14a_htm.xml	1	
0001193125-23-072474	1760173	SURGALIGN HOLDINGS, INC.	3842	US	IL	DEERFIELD	60015	520 LAKE COOK ROAD, SUITE 315		3864188888	US	IL	DEERFIELD	60015	520 LAKE COOK ROAD, SUITE 315		US	DE	832540607	RTI SURGICAL HOLDINGS, INC.	20190308	2-ACC	0	1231	8-K	20230331			20230316	2023-03-16 15:08:00.0	0	0	d472229d8k_htm.xml	1	
0001193125-23-072552	1042074	CYMABAY THERAPEUTICS, INC.	2834	US	CA	NEWARK	94560	7575 GATEWAY BOULEVARD	SUITE 110	510-293-8800	US	CA	NEWARK	94560	7575 GATEWAY BOULEVARD	SUITE 110	US	DE	943103561	METABOLEX, INC.	20090721	4-NON	0	1231	8-K	20230331			20230316	2023-03-16 16:01:00.0	0	0	d488076d8k_htm.xml	1	
0001193125-23-072553	1492674	T2 BIOSYSTEMS, INC.	3841	US	MA	LEXINGTON	02421	101 HARTWELL AVENUE		781-457-1200	US	MA	LEXINGTON	02421	101 HARTWELL AVENUE		US	DE	204827488			4-NON	0	1231	8-K	20230228			20230316	2023-03-16 16:01:00.0	0	0	d487064d8k_htm.xml	1	
0001193125-23-072562	1815021	BOQII HOLDING LTD	5990	CN		PUDONG NEW DISTRICT, SHANGHAI	201203	FLOOR 6, BUILDING 1, NO. 399	SHENGXIA ROAD	86-21-6109-6226	CN		PUDONG NEW DISTRICT, SHANGHAI	201203	FLOOR 6, BUILDING 1, NO. 399	SHENGXIA ROAD	KY		000000000			4-NON	0	0331	20-F/A	20220331	2022	FY	20230316	2023-03-16 16:05:00.0	0	0	d486786d20fa_htm.xml	1	
0001193125-23-072571	1587732	ONE GAS, INC.	4924	US	OK	TULSA	74103	15 EAST FIFTH STREET		918-947-7000	US	OK	TULSA	74103	15 EAST FIFTH STREET		US	OK	463561936			1-LAF	0	1231	8-K	20230331			20230316	2023-03-16 16:06:00.0	0	0	d678226d8k_htm.xml	1	
0001193125-23-072574	20212	CHURCHILL DOWNS INC	7948	US	KY	LOUISVILLE	40222-5389	600 N HURSTBOURNE PKWY	STE 400	15023941166	US	KY	LOUISVILLE	40222-5389	600 N HURSTBOURNE PKWY	STE 400	US	KY	610156015	CHURCHILL DOWNS INC	20160105	1-LAF	0		DEF 14A				20230316	2023-03-16 16:07:00.0	0	0	d120659ddef14a_htm.xml	1	
0001193125-23-072578	1597033	SABRE CORP	7370	US	TX	SOUTHLAKE	76092	3150 SABRE DRIVE		682 605 1000	US	TX	SOUTHLAKE	76092	3150 SABRE DRIVE		US	DE	208647322			1-LAF	0		DEF 14A				20230316	2023-03-16 16:08:00.0	0	0	d430184ddef14a_htm.xml	1	
0001193125-23-072579	73124	NORTHERN TRUST CORP	6022	US	IL	CHICAGO	60603	50 S LASALLE ST		3126306000	US	IL	CHICAGO	60603	50 S LASALLE ST		US	DE	362723087	NORTRUST CORP	19780525	1-LAF	0		DEF 14A				20230316	2023-03-16 16:09:00.0	0	0	d448230ddef14a_htm.xml	1	
0001193125-23-072581	1034670	AUTOLIV INC	3714	US	UT	OGDEN	84405	3350 AIRPORT RD		8016299800	SE		SWEDEN		BOX 70381	SE 107 24 STOCKHOLM	US	DE	510378542			1-LAF	0	1231	8-K	20230228			20230316	2023-03-16 16:09:00.0	0	0	d481824d8k_htm.xml	1	
0001193125-23-072587	1675149	ALCOA CORP	3334	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	412-315-2900	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	US	DE	811789115	ALCOA UPSTREAM CORP	20160520	1-LAF	0		DEF 14A				20230316	2023-03-16 16:11:00.0	0	0	d427643ddef14a_htm.xml	1	
0001193125-23-072592	1334978	CLEAR CHANNEL OUTDOOR HOLDINGS, INC.	7310	US	TX	SAN ANTONIO	78249	4830 NORTH LOOP 1604W, SUITE 111		210-822-2828	US	TX	SAN ANTONIO	78249	4830 NORTH LOOP 1604W, SUITE 111				880318078			2-ACC	0		DEF 14A				20230316	2023-03-16 16:13:00.0	0	0	d432174ddef14a_htm.xml	1	
0001193125-23-072593	1674335	JELD-WEN HOLDING, INC.	2430	US	NC	CHARLOTTE	28273	2645 SILVER CRESCENT DRIVE		704-378-5700	US	NC	CHARLOTTE	28273	2645 SILVER CRESCENT DRIVE		US	DE	931273278			1-LAF	0		DEF 14A				20230316	2023-03-16 16:14:00.0	0	0	d319688ddef14a_htm.xml	1	
